,FVMC_Rewards1,FVMC_noSteps1,FVMC_Accuracy1,Moving_Average_Accuracy1,Moving_Average_Step1,Moving_Average_Reward1,Overall_Accuracy,Overall_Steps,Overall_Reward
5529,1,28,1,0.18,27.15,-0.64,0.18,27.15,-0.64
5530,1,18,1,0.19,26.63,-0.62,0.19,26.63,-0.62
5531,1,41,1,0.2,27.03,-0.6,0.2,27.03,-0.6
5532,-1,1,0,0.2,26.86,-0.6,0.2,26.86,-0.6
5533,1,21,1,0.21,26.89,-0.58,0.21,26.89,-0.58
5534,-1,49,0,0.21,27.34,-0.58,0.21,27.34,-0.58
5535,-1,96,0,0.21,28.21,-0.58,0.21,28.21,-0.58
5536,1,9,1,0.22,27.99,-0.56,0.22,27.99,-0.56
5537,-1,15,0,0.22,27.97,-0.56,0.22,27.97,-0.56
5538,-1,54,0,0.22,28.19,-0.56,0.22,28.19,-0.56
5539,-1,12,0,0.22,28.25,-0.56,0.22,28.25,-0.56
5540,-1,5,0,0.21,28.02,-0.58,0.21,28.02,-0.58
5541,-1,5,0,0.21,27.77,-0.58,0.21,27.77,-0.58
5542,1,18,1,0.22,27.85,-0.56,0.22,27.85,-0.56
5543,-1,14,0,0.22,27.72,-0.56,0.22,27.72,-0.56
5544,-1,47,0,0.22,27.99,-0.56,0.22,27.99,-0.56
5545,-1,42,0,0.22,28.36,-0.56,0.22,28.36,-0.56
5546,-1,14,0,0.22,28.42,-0.56,0.22,28.42,-0.56
5547,-1,81,0,0.22,28.98,-0.56,0.22,28.98,-0.56
5548,-1,10,0,0.21,28.85,-0.58,0.21,28.85,-0.58
5549,-1,35,0,0.2,29.05,-0.6,0.2,29.05,-0.6
5550,-1,42,0,0.2,28.91,-0.6,0.2,28.91,-0.6
5551,-1,16,0,0.2,28.84,-0.6,0.2,28.84,-0.6
5552,-1,31,0,0.2,29.09,-0.6,0.2,29.09,-0.6
5553,-1,12,0,0.2,29.17,-0.6,0.2,29.17,-0.6
5554,-1,24,0,0.2,28.95,-0.6,0.2,28.95,-0.6
5555,1,14,1,0.2,28.99,-0.6,0.2,28.99,-0.6
5556,-1,33,0,0.2,28.37,-0.6,0.2,28.37,-0.6
5557,-1,21,0,0.2,28.46,-0.6,0.2,28.46,-0.6
5558,-1,44,0,0.2,28.71,-0.6,0.2,28.71,-0.6
5559,-1,49,0,0.2,29.02,-0.6,0.2,29.02,-0.6
5560,-1,1,0,0.2,28.58,-0.6,0.2,28.58,-0.6
5561,-1,9,0,0.2,28.65,-0.6,0.2,28.65,-0.6
5562,-1,6,0,0.2,27.94,-0.6,0.2,27.94,-0.6
5563,-1,2,0,0.2,27.73,-0.6,0.2,27.73,-0.6
5564,1,62,1,0.2,28.24,-0.6,0.2,28.24,-0.6
5565,1,29,1,0.2,28.39,-0.6,0.2,28.39,-0.6
5566,1,44,1,0.21,28.71,-0.58,0.21,28.71,-0.58
5567,1,26,1,0.22,28.88,-0.56,0.22,28.88,-0.56
5568,-1,8,0,0.22,28.22,-0.56,0.22,28.22,-0.56
5569,-1,22,0,0.22,28.32,-0.56,0.22,28.32,-0.56
5570,1,37,1,0.23,28.43,-0.54,0.23,28.43,-0.54
5571,-1,5,0,0.23,28.3,-0.54,0.23,28.3,-0.54
5572,-1,5,0,0.23,27.59,-0.54,0.23,27.59,-0.54
5573,1,12,1,0.23,27.49,-0.54,0.23,27.49,-0.54
5574,-1,54,0,0.22,27.68,-0.56,0.22,27.68,-0.56
5575,-1,25,0,0.22,27.92,-0.56,0.22,27.92,-0.56
5576,1,31,1,0.23,27.73,-0.54,0.23,27.73,-0.54
5577,1,16,1,0.24,27.66,-0.52,0.24,27.66,-0.52
5578,-1,11,0,0.24,27.35,-0.52,0.24,27.35,-0.52
5579,-1,14,0,0.24,27.46,-0.52,0.24,27.46,-0.52
5580,-1,30,0,0.24,27.31,-0.52,0.24,27.31,-0.52
5581,-1,12,0,0.23,27.06,-0.54,0.23,27.06,-0.54
5582,1,111,1,0.24,27.73,-0.52,0.24,27.73,-0.52
5583,1,17,1,0.24,27.79,-0.52,0.24,27.79,-0.52
5584,-1,37,0,0.24,27.86,-0.52,0.24,27.86,-0.52
5585,1,25,1,0.25,27.32,-0.5,0.25,27.32,-0.5
5586,-1,53,0,0.25,27.82,-0.5,0.25,27.82,-0.5
5587,-1,1,0,0.25,27.26,-0.5,0.25,27.26,-0.5
5588,-1,39,0,0.25,27.47,-0.5,0.25,27.47,-0.5
5589,-1,47,0,0.25,27.82,-0.5,0.25,27.82,-0.5
5590,1,16,1,0.26,27.76,-0.48,0.26,27.76,-0.48
5591,-1,31,0,0.26,27.98,-0.48,0.26,27.98,-0.48
5592,-1,23,0,0.26,27.95,-0.48,0.26,27.95,-0.48
